 R   <X|C|X>   <X|C|A>   <X|C|B>   <X|C|C>   <A|C|X>   <A|C|A>   <A|C|B>   <A|C|C>   <B|C|X>   <B|C|A>   <B|C|B>   <B|C|C>   <C|C|X>   <C|C|A>   <C|C|B>   <C|C|C> 
41.57 1.0 0.0 0.0 0.0 0.0 0.9999956570711579 -0.0029470037175147517 5.060618288069343e-6 0.0 0.002947003455019098 0.9999895838382157 -0.0034846929357569534 0.0 5.210764108317772e-6 0.0034846927126523783 0.9999939267670515
41.58 1.0 0.0 0.0 0.0 0.0 0.9999956957437414 -0.0029338518706316053 5.014894022826332e-6 0.0 0.0029338516128922074 0.9999896789869137 -0.0034684488541858356 0.0 5.162998137083146e-6 0.0034684486350707263 0.9999939832431661
41.59 1.0 0.0 0.0 0.0 0.0 0.999995734216552 -0.00292070919893544 4.969415035318612e-6 0.0 0.002920708945882347 0.9999897736104665 -0.003452222583828962 0.0 5.1154978772205956e-6 0.003452222368646003 0.9999940393939084
41.6 1.0 0.0 0.0 0.0 0.0 0.99999577248998 -0.0029075756928407053 4.924180760329601e-6 0.0 0.00290757544440475 0.9999898677102314 -0.0034360140954241497 0.0 5.068262626225173e-6 0.003436013884116647 0.9999940952202455
41.61 1.0 0.0 0.0 0.0 0.0 0.9999958105644147 -0.0028944513427745042 4.87919063391109e-6 0.0 0.002894451098887296 0.9999899612875626 -0.0034198233597678403 0.0 5.0212916833774075e-6 0.003419823152279715 0.9999941507231421
41.62 1.0 0.0 0.0 0.0 0.0 0.9999958484402448 -0.0028813361391766303 4.834444093383382e-6 0.0 0.0028813358997705507 0.9999900543438105 -0.0034036503477151464 0.0 4.974584349743435e-6 0.0034036501439909327 0.9999942059035601
41.63 1.0 0.0 0.0 0.0 0.0 0.9999958861178584 -0.0028682300724995487 4.789940577335219e-6 0.0 0.002868229837507746 0.9999901468803223 -0.003387495030179828 0.0 4.928139928174937e-6 0.003387494830164668 0.9999942607624586
41.64 1.0 0.0 0.0 0.0 0.0 0.9999959235976427 -0.0028551331332084336 4.745679525623913e-6 0.0 0.0028551329025648174 0.9999902388984417 -0.0033713573781343396 0.0 4.88195772330927e-6 0.0033713571817739797 0.9999943153007939
41.65 1.0 0.0 0.0 0.0 0.0 0.9999959608798348 -0.002842045312393844 4.701660864117103e-6 0.0 0.0028420450860262487 0.9999903303975437 -0.003355237384095214 0.0 4.83603799346816e-6 0.0033552371913273616 0.9999943695177038
41.66 1.0 0.0 0.0 0.0 0.0 0.9999959979649837 -0.002828966599875927 4.657883504867668e-6 0.0 0.0028289663777204127 0.9999904213811149 -0.0033391349956456242 0.0 4.79037900541662e-6 0.0033391348064180353 0.9999944234161263
41.67 1.0 0.0 0.0 0.0 0.0 0.9999960348534754 -0.0028158969861544823 4.6143468888572065e-6 0.0 0.0028158967681478912 0.9999905118504998 -0.0033230501838151343 0.0 4.744980063883816e-6 0.0033230499980762035 0.9999944769970196
41.68 1.0 0.0 0.0 0.0 0.0 0.9999960715456934 -0.0028028364617483418 4.571050463338832e-6 0.0 0.0028028362478282258 0.9999906018070185 -0.0033069829199137493 0.0 4.699840485208987e-6 0.003306982737612419 0.9999945302613205
41.69 1.0 0.0 0.0 0.0 0.0 0.9999961080420204 -0.0027897850171889355 4.527993676788478e-6 0.0 0.0027897848072935476 0.9999906912519881 -0.003290933175308082 0.0 4.6549595874273785e-6 0.0032909329963938362 0.9999945832099633
41.7 1.0 0.0 0.0 0.0 0.0 0.9999961443428386 -0.0027767426430203145 4.485175978904986e-6 0.0 0.0027767424370886075 0.9999907801867226 -0.003274900921421383 0.0 4.610336690270338e-6 0.0032749007458442473 0.9999946358438796
41.71 1.0 0.0 0.0 0.0 0.0 0.9999961804485292 -0.0027637093297991824 4.442596820610203e-6 0.0 0.002763709127770803 0.9999908686125324 -0.003258886129733579 0.0 4.565971115165412e-6 0.003258885957444115 0.999994688163999
41.72 1.0 0.0 0.0 0.0 0.0 0.9999962163594729 -0.0027506850680948376 4.400255654048795e-6 0.0 0.0027506848699101224 0.9999909565307249 -0.003242888771781199 0.0 4.521862185236157e-6 0.003242888602730503 0.9999947401712478
41.73 1.0 0.0 0.0 0.0 0.0 0.9999962520760497 -0.002737669848489213 4.358151932588371e-6 0.0 0.0027376696540891816 0.999991043942604 -0.0032269088191574273 0.0 4.478009225302263e-6 0.0032269086532971244 0.9999947918665503
41.74 1.0 0.0 0.0 0.0 0.0 0.9999962875986387 -0.0027246636615768528 4.316285110819418e-6 0.0 0.002724663470903207 0.9999911308494704 -0.003210946243512074 0.0 4.4344115618794906e-6 0.0032109460807943175 0.9999948432508279
41.75 1.0 0.0 0.0 0.0 0.0 0.9999963229276182 -0.0027116664979649546 4.274654644555429e-6 0.0 0.0027116663109600712 0.9999912172526216 -0.0031950010165516236 0.0 4.3910685231798e-6 0.003195000856929091 0.9999948943249997
41.76 1.0 0.0 0.0 0.0 0.0 0.9999963580633661 -0.002698678348273311 4.233259990832714e-6 0.0 0.002698678164880238 0.9999913031533519 -0.0031790731100391667 0.0 4.347979439111159e-6 0.003179072953465055 0.9999949450899822
41.77 1.0 0.0 0.0 0.0 0.0 0.9999963930062593 -0.002685699203134338 4.1921006079105e-6 0.0 0.002685699023296789 0.9999913885529521 -0.003163162495794433 0.0 4.3051436412776395e-6 0.0031631623422224576 0.9999949955466892
41.78 1.0 0.0 0.0 0.0 0.0 0.999996427756674 -0.002672729053193103 4.151175955271007e-6 0.0 0.0026727288768554538 0.9999914734527097 -0.003147269145693827 0.0 4.262560462979511e-6 0.0031472689950782172 0.9999950456960323
41.79 1.0 0.0 0.0 0.0 0.0 0.9999964623149858 -0.0026597678891072687 4.110485493619282e-6 0.0 0.002659767716214553 0.9999915578539091 -0.0031313930316703583 0.0 4.220229239213051e-6 0.0031313928839658547 0.99999509553892
41.8 1.0 0.0 0.0 0.0 0.0 0.9999964966815695 -0.00264681570154713 4.070028684883314e-6 0.0 0.0026468155320450337 0.9999916417578314 -0.003115534125713688 0.0 4.178149306670673e-6 0.003115533980875538 0.9999951450762586
41.81 1.0 0.0 0.0 0.0 0.0 0.9999965308567993 -0.0026338724811955975 4.029804992213973e-6 0.0 0.0026338723150304546 0.9999917251657544 -0.003099692399870105 0.0 4.136320003740863e-6 0.0030996922578540617 0.999995194308952
41.82 1.0 0.0 0.0 0.0 0.0 0.9999965648410483 -0.0026209382187482315 3.989813879985124e-6 0.0 0.002620938055867019 0.9999918080789525 -0.0030838678262425736 0.0 4.094740670508299e-6 0.00308386768700489 0.9999952432379012
41.83 1.0 0.0 0.0 0.0 0.0 0.9999965986346891 -0.002608012904913189 3.950054813793462e-6 0.0 0.0026080127452635235 0.9999918904986971 -0.003068060376990662 0.0 4.053410648753675e-6 0.00306806024048809 0.999995291864005
41.84 1.0 0.0 0.0 0.0 0.0 0.9999966322380938 -0.002595096530411249 3.9105272604585916e-6 0.0 0.002595096373941382 0.9999919724262559 -0.003052270024330579 0.0 4.012329281953788e-6 0.003052269890520365 0.9999953401881593
41.85 1.0 0.0 0.0 0.0 0.0 0.9999966656516335 -0.0025821890859758436 3.871230688023111e-6 0.0 0.0025821889326346544 0.9999920538628938 -0.0030364967405352074 0.0 3.971495915281625e-6 0.0030364966093750895 0.9999953882112577
41.86 1.0 0.0 0.0 0.0 0.0 0.9999966988756784 -0.0025692905623529994 3.832164565752449e-6 0.0 0.0025692904120899938 0.9999921348098721 -0.0030207404979340356 0.0 3.930909895606188e-6 0.0030207403693822397 0.9999954359341909
41.87 1.0 0.0 0.0 0.0 0.0 0.9999967319105986 -0.0025564009503013753 3.79332836413497e-6 0.0 0.0025564008030666795 0.999992215268449 -0.0030050012689132035 0.0 3.890570571492615e-6 0.0030050011429284406 0.9999954833578477
41.88 1.0 0.0 0.0 0.0 0.0 0.9999967647567627 -0.0025435202405922454 3.7547215548819276e-6 0.0 0.0025435200963366007 0.9999922952398791 -0.002989279025915479 0.0 3.850477293202114e-6 0.0029892789024569422 0.9999955304831138
41.89 1.0 0.0 0.0 0.0 0.0 0.9999967974145392 -0.0025306484240095344 3.7163436109275645e-6 0.0 0.0025306482826842943 0.9999923747254141 -0.0029735737414403034 0.0 3.810629412692087e-6 0.002973573620467665 0.9999955773108725
41.9 1.0 0.0 0.0 0.0 0.0 0.9999968298842955 -0.0025177854913497623 3.678194006428953e-6 0.0 0.002517785352906887 0.9999924537263025 -0.002957885388043725 0.0 3.771026283615948e-6 0.0029578852695171308 0.9999956238420047
41.91 1.0 0.0 0.0 0.0 0.0 0.9999968621663984 -0.002504931433422083 3.640272216766107e-6 0.0 0.002504931297814134 0.999992532243789 -0.002942213938338443 0.0 3.7316672613232476e-6 0.002942213822218512 0.9999956700773884
41.92 1.0 0.0 0.0 0.0 0.0 0.9999968942612139 -0.0024920862410482635 3.6025777185419214e-6 0.0 0.0024920861082284008 0.9999926102791155 -0.002926559364993784 0.0 3.692551702859609e-6 0.0029265592512416035 0.9999957160178994
41.93 1.0 0.0 0.0 0.0 0.0 0.9999969261691074 -0.002479249905062722 3.5651099895822853e-6 0.0 0.0024792497749846977 0.9999926878335202 -0.002910921640735749 0.0 3.6536789669668436e-6 0.0029109215293128725 0.9999957616644107
41.94 1.0 0.0 0.0 0.0 0.0 0.9999969578904435 -0.002466422416312473 3.527868508935917e-6 0.0 0.002466422288930628 0.9999927649082387 -0.002895300738346945 0.0 3.615048414082782e-6 0.002895300629215388 0.9999958070177931
41.95 1.0 0.0 0.0 0.0 0.0 0.9999969894255861 -0.0024536037656571544 3.4908527568744485e-6 0.0 0.002453603640926413 0.9999928415045026 -0.0028796966306666194 0.0 3.576659406341359e-6 0.0028796965237888566 0.9999958520789145
41.96 1.0 0.0 0.0 0.0 0.0 0.9999970207748984 -0.0024407939439690537 3.4540622148925004e-6 0.0 0.00244079382184492 0.9999929176235405 -0.002864109290590692 0.0 3.538511307572693e-6 0.0028641091859296537 0.9999958968486402
41.97 1.0 0.0 0.0 0.0 0.0 0.9999970519387427 -0.002427992942133056 3.4174963657075263e-6 0.0 0.0024279928225716084 0.9999929932665779 -0.002848538691071689 0.0 3.5006034833029257e-6 0.0028485385885907584 0.9999959413278334
41.98 1.0 0.0 0.0 0.0 0.0 0.9999970829174807 -0.0024152007510466786 3.3811546932599178e-6 0.0 0.002415200634004565 0.9999930684348368 -0.002832984805118788 0.0 3.4629353007543286e-6 0.002832984704781798 0.9999959855173544
41.99 1.0 0.0 0.0 0.0 0.0 0.9999971137114734 -0.002402417361620053 3.345036682712952e-6 0.0 0.0024024172470544867 0.9999931431295359 -0.002817447605797795 0.0 3.42550612884525e-6 0.002817447507569024 0.9999960294180609
42.0 1.0 0.0 0.0 0.0 0.0 0.9999971443206812 -0.002389642770711768 3.3091425631062024e-6 0.0 0.0023896426585742927 0.9999932173497449 -0.002801927099352802 0.0 3.3883164299957016e-6 0.0028019270031947752 0.999996073029062
42.01 1.0 0.0 0.0 0.0 0.0 0.9999971747452193 -0.0023768769728928904 3.27347227692445e-6 0.0 0.00237687686313179 0.9999932910953617 -0.0027864232792499098 0.0 3.351366245247869e-6 0.002786423185124247 0.9999961163501409
42.02 1.0 0.0 0.0 0.0 0.0 0.9999972049862009 -0.002364119947900997 3.2380239104174834e-6 0.0 0.002364119840476873 0.999993364371648 -0.0027709360561710417 0.0 3.3146528866140237e-6 0.0027709359640439475 0.9999961593854456
42.03 1.0 0.0 0.0 0.0 0.0 0.9999972350439789 -0.0023513716867741416 3.202796963324441e-6 0.0 0.002351371581648063 0.9999934371797814 -0.0027554654038405004 0.0 3.278175744034062e-6 0.0027554653136785826 0.9999962021358011
42.04 1.0 0.0 0.0 0.0 0.0 0.9999972649189054 -0.0023386321805614757 3.1677909364196003e-6 0.0 0.002338632077694973 0.9999935095209369 -0.0027400112960308223 0.0 3.2419342088679655e-6 0.0027400112078010915 0.9999962446020301
42.05 1.0 0.0 0.0 0.0 0.0 0.9999972946113322 -0.002325901420323282 3.133005331512478e-6 0.0 0.0023259013196783463 0.9999935813962868 -0.0027245737065628253 0.0 3.205927673895903e-6 0.0027245736202326904 0.9999962867849532
42.06 1.0 0.0 0.0 0.0 0.0 0.9999973241216101 -0.0023131793971309573 3.0984396514477825e-6 0.0 0.0023131792986700365 0.9999936528070006 -0.0027091526093055837 0.0 3.170155533318181e-6 0.002709152524842851 0.9999963286853891
42.07 1.0 0.0 0.0 0.0 0.0 0.9999973534500894 -0.00230046610206705 3.0640934001055083e-6 0.0 0.0023004660057530445 0.9999937237542449 -0.0026937479781764745 0.0 3.134617182755345e-6 0.002693747895549343 0.9999963703041541
42.08 1.0 0.0 0.0 0.0 0.0 0.99999738259712 -0.0022877615262252033 3.0299660824007925e-6 0.0 0.0022877614320214647 0.9999937942391838 -0.0026783597871411096 0.0 3.0993120192480263e-6 0.00267835970631817 0.9999964116420625
42.09 1.0 0.0 0.0 0.0 0.0 0.9999974115630508 -0.0022750656607101838 2.996057204283986e-6 0.0 0.0022750655685805123 0.9999938642629786 -0.00266298801021337 0.0 3.06423944125702e-6 0.002662987931163602 0.9999964526999267
42.1 1.0 0.0 0.0 0.0 0.0 0.9999974403482303 -0.0022623784966379094 2.962366272740729e-6 0.0 0.0022623784065465484 0.9999939338267879 -0.0026476326214554388 0.0 3.029398848663358e-6 0.0026476325441482066 0.9999964934785565
42.11 1.0 0.0 0.0 0.0 0.0 0.9999974689530063 -0.002249700025135393 2.9288927957918003e-6 0.0 0.002249699937047028 0.9999940029317674 -0.0026322935949777337 0.0 2.99478964276816e-6 0.0026322935193827854 0.99999653397876
42.12 1.0 0.0 0.0 0.0 0.0 0.999997497377726 -0.0022370302373407804 2.895636282493221e-6 0.0 0.0022370301512205353 0.9999940715790703 -0.0026169709049389538 0.0 2.960411226292733e-6 0.002616970831026417 0.9999965742013431
42.13 1.0 0.0 0.0 0.0 0.0 0.999997525622736 -0.0022243691244033313 2.862596242936201e-6 0.0 0.002224369040216766 0.9999941397698467 -0.002601664525546054 0.0 2.926263003378522e-6 0.0026016644532864354 0.9999966141471097
42.14 1.0 0.0 0.0 0.0 0.0 0.9999975536883823 -0.0022117166774834555 2.8297721882472365e-6 0.0 0.0022117165951965625 0.9999942075052446 -0.0025863744310542923 0.0 2.892344379587209e-6 0.002586374360418472 0.9999966538168613
42.15 1.0 0.0 0.0 0.0 0.0 0.99999758157501 -0.002199072887752659 2.7971636305879676e-6 0.0 0.0021990728073318596 0.9999942747864086 -0.0025711005957671615 0.0 2.8586547619005637e-6 0.0025711005267263936 0.9999966932113976
42.16 1.0 0.0 0.0 0.0 0.0 0.999997609282964 -0.002186437746393581 2.7647700831552723e-6 0.0 0.0021864376678057233 0.9999943416144808 -0.0025558429940364356 0.0 2.825193558720544e-6 0.0025558429265623416 0.999996732331516
42.17 1.0 0.0 0.0 0.0 0.0 0.9999976368125882 -0.0021738112445999734 2.732591060181221e-6 0.0 0.0021738111678123295 0.9999944079906007 -0.002540601600262144 0.0 2.7919601798692457e-6 0.002540601534326715 0.9999967711780117
42.18 1.0 0.0 0.0 0.0 0.0 0.9999976641642261 -0.0021611933735767395 2.700626076933166e-6 0.0 0.0021611932985570012 0.999994473915905 -0.0025253763888926205 0.0 2.758954036588999e-6 0.002525376324468209 0.999996809751678
42.19 1.0 0.0 0.0 0.0 0.0 0.9999976913382206 -0.0021485841245398782 2.668874649713607e-6 0.0 0.0021485840512561554 0.9999945393915276 -0.0025101673344244324 0.0 2.726174541542225e-6 0.002510167271483754 0.9999968480533062
42.2 1.0 0.0 0.0 0.0 0.0 0.9999977183349137 -0.002135983488716512 2.637336295860258e-6 0.0 0.002135983417137328 0.9999946044185998 -0.0024949744114024165 0.0 2.6936211088115074e-6 0.002494974349918546 0.9999968860836852
42.21 1.0 0.0 0.0 0.0 0.0 0.9999977451546471 -0.0021233914573449133 2.606010533746115e-6 0.0 0.0021233913874392036 0.9999946689982497 -0.0024797975944197115 0.0 2.661293153899664e-6 0.002479797534366079 0.999996923843602
42.22 1.0 0.0 0.0 0.0 0.0 0.9999977717977616 -0.0021108080216744505 2.574896882779322e-6 0.0 0.0021108079534115586 0.9999947331316035 -0.0024646368581176916 0.0 2.6291900937296034e-6 0.0024646367994680812 0.9999969613338412
42.23 1.0 0.0 0.0 0.0 0.0 0.9999977982645976 -0.0020982331729656246 2.543994863403259e-6 0.0 0.0020982331063153 0.9999947968197839 -0.002449492177186011 0.0 2.5973113466444205e-6 0.0024494921199145576 0.9999969985551856
42.24 1.0 0.0 0.0 0.0 0.0 0.9999978245554947 -0.0020856669024900513 2.5133039970964996e-6 0.0 0.002085666837422445 0.9999948600639113 -0.0024343635263625813 0.0 2.565656332407351e-6 0.0024343634704437674 0.9999970355084159
42.25 1.0 0.0 0.0 0.0 0.0 0.9999978506707919 -0.0020731092015304955 2.4828238063728977e-6 0.0 0.0020731091380161585 0.999994922865103 -0.002419250880433616 0.0 2.5342244722018607e-6 0.00241925082584227 0.9999970721943104
42.26 1.0 0.0 0.0 0.0 0.0 0.9999978766108278 -0.0020605600613808183 2.4525538147814552e-6 0.0 0.002060559999390698 0.999994985224474 -0.002404154214233564 0.0 2.5030151886315084e-6 0.002404154160944857 0.9999971086136457
42.27 1.0 0.0 0.0 0.0 0.0 0.99999790237594 -0.002048019473346006 2.42249354690639e-6 0.0 0.0020480194128514417 0.9999950471431364 -0.0023890735026451436 0.0 2.4720279057200188e-6 0.0023890734506345867 0.9999971447671958
42.28 1.0 0.0 0.0 0.0 0.0 0.9999979279664657 -0.002035487428742192 2.392642528367199e-6 0.0 0.002035487369714915 0.9999951086221992 -0.0023740087205993744 0.0 2.4412620489113433e-6 0.0023740086698428157 0.999997180655733
42.29 1.0 0.0 0.0 0.0 0.0 0.9999979533827416 -0.002022963918896608 2.3630002858185283e-6 0.0 0.0020229638613087353 0.9999951696627692 -0.0023589598430755108 0.0 2.41071704506953e-6 0.002358959793549134 0.9999972162800274
42.3 1.0 0.0 0.0 0.0 0.0 0.9999979786251032 -0.0020104489351476184 2.3335663469502614e-6 0.0 0.002010448878971652 0.9999952302659504 -0.0023439268451010886 0.0 2.3803923224788125e-6 0.0023439267967814083 0.9999972516408467
42.31 1.0 0.0 0.0 0.0 0.0 0.9999980036938861 -0.0019979424688446996 2.3043402404874755e-6 0.0 0.001997942414053523 0.9999952904328436 -0.0023289097017519006 0.0 2.350287310843564e-6 0.0023289096546157614 0.999997286738957
42.32 1.0 0.0 0.0 0.0 0.0 0.999998028589425 -0.00198544451134848 2.2753214961905232e-6 0.0 0.0019854444579153543 0.9999953501645474 -0.002313908388152041 0.0 2.3204014412883862e-6 0.002313908342176614 0.999997321575122
42.33 1.0 0.0 0.0 0.0 0.0 0.9999980533120538 -0.0019729550540306838 2.2465096448549115e-6 0.0 0.0019729550019292456 0.9999954094621574 -0.0022989228794738394 0.0 2.290734146357978e-6 0.0022989228346366195 0.9999973561501032
42.34 1.0 0.0 0.0 0.0 0.0 0.9999980778621058 -0.001960474088274158 2.217904218311362e-6 0.0 0.001960474037478416 0.9999954683267663 -0.0022839531509378955 0.0 2.2612848600172015e-6 0.002283953107216699 0.9999973904646602
42.35 1.0 0.0 0.0 0.0 0.0 0.9999981022399139 -0.0019480016054729003 2.1895047494258705e-6 0.0 0.001948001555957232 0.9999955267594646 -0.0022689991778131096 0.0 2.232053017651144e-6 0.002268999135186072 0.9999974245195503
42.36 1.0 0.0 0.0 0.0 0.0 0.9999981264432657 -0.001935537637317336 2.161315113473974e-6 0.0 0.001935537589043141 0.999995584749645 -0.002254061132223215 0.0 2.203044129842009e-6 0.002254061090655647 0.999997458306379
42.37 1.0 0.0 0.0 0.0 0.0 0.9999981504743711 -0.0019230821454828877 2.133331640355262e-6 0.0 0.0019230820984217798 0.9999956423070258 -0.002239138844240381 0.0 2.174253150825284e-6 0.0022391388037076077 0.9999974918326544
42.38 1.0 0.0 0.0 0.0 0.0 0.9999981743345742 -0.0019106351053579374 2.1055521375930282e-6 0.0 0.001910635059487204 0.9999956994373449 -0.0022242322109229037 0.0 2.145677102069991e-6 0.002224232171405792 0.9999975251027704
42.39 1.0 0.0 0.0 0.0 0.0 0.9999981980241887 -0.0018981965086431831 2.077976170451115e-6 0.0 0.0018981964639403813 0.9999957561416054 -0.0022093412090137257 0.0 2.1173154641746597e-6 0.002209341170493364 0.9999975581174165
42.4 1.0 0.0 0.0 0.0 0.0 0.9999982215435278 -0.0018857663470453014 2.050603304676935e-6 0.0 0.0018857663034882568 0.9999958124208093 -0.0021944658152790214 0.0 2.0891677183862257e-6 0.00219446577773672 0.9999975908772811
42.41 1.0 0.0 0.0 0.0 0.0 0.9999982448929048 -0.0018733446122769818 2.023433106501549e-6 0.0 0.0018733445698437881 0.9999958682759569 -0.0021796060065082403 0.0 2.0612333466001143e-6 0.0021796059699255295 0.9999976233830519
42.42 1.0 0.0 0.0 0.0 0.0 0.9999982680726325 -0.0018609312960569102 1.9964651426396253e-6 0.0 0.0018609312547259271 0.9999959237080479 -0.0021647617595140847 0.0 2.033511831360198e-6 0.0021647617238727134 0.9999976556354152
42.43 1.0 0.0 0.0 0.0 0.0 0.9999982910830233 -0.0018485263901098037 1.969698980289518e-6 0.0 0.0018485263498596556 0.9999959787180803 -0.002149933051132552 0.0 2.006002655858878e-6 0.0021499330164144884 0.9999976876350568
42.44 1.0 0.0 0.0 0.0 0.0 0.9999983139243894 -0.0018361298861663577 1.9431341871331524e-6 0.0 0.0018361298469759331 0.9999960333070509 -0.0021351198582228712 0.0 1.9787053039369625e-6 0.0021351198244103004 0.9999977193826614
42.45 1.0 0.0 0.0 0.0 0.0 0.9999983365970427 -0.0018237417759632726 1.9167703313360807e-6 0.0 0.0018237417378117217 0.9999960874759554 -0.002120322157667537 0.0 1.9516192600837297e-6 0.00212032212474286 0.9999977508789125
42.46 1.0 0.0 0.0 0.0 0.0 0.9999983591012948 -0.00181136205124328 1.8906069815475403e-6 0.0 0.0018113620141100141 0.9999961412257882 -0.0021055399263723382 0.0 1.924744009436983e-6 0.002105539894318171 0.9999977821244933
42.47 1.0 0.0 0.0 0.0 0.0 0.9999983814374568 -0.0017989907037550897 1.86464370690034e-6 0.0 0.0017989906676197799 0.9999961945575422 -0.002090773141266295 0.0 1.8980790377829352e-6 0.0020907731100654687 0.9999978131200854
42.48 1.0 0.0 0.0 0.0 0.0 0.9999984036058398 -0.0017866277252534255 1.838880077010935e-6 0.0 0.0017866276900960008 0.9999962474722095 -0.002076021779301703 0.0 1.8716238315562882e-6 0.002076021748937261 0.9999978438663697
42.49 1.0 0.0 0.0 0.0 0.0 0.9999984256067543 -0.001774273107499007 1.8133156619793903e-6 0.0 0.0017742730732996535 0.9999962999707808 -0.002061285817454111 0.0 1.8453778778401915e-6 0.0020612857879093094 0.9999978743640262
42.5 1.0 0.0 0.0 0.0 0.0 0.999998447440511 -0.0017619268422585845 1.7879500323894538e-6 0.0 0.001761926808997744 0.9999963520542451 -0.0020465652327223624 0.0 1.8193406643663197e-6 0.002046565203980668 0.999997904613734
42.51 1.0 0.0 0.0 0.0 0.0 0.9999984691074196 -0.0017495889213048881 1.7627827593084461e-6 0.0 0.0017495888889632566 0.9999964037235908 -0.0020318600021285334 0.0 1.7935116795147593e-6 0.0020318599741736233 0.999997934616171
42.52 1.0 0.0 0.0 0.0 0.0 0.9999984906077901 -0.0017372593364166514 1.7378134142873164e-6 0.0 0.0017372593049751778 0.9999964549798047 -0.002017170102717964 0.0 1.7678904123140648e-6 0.0020171700755337247 0.9999979643720145
42.53 1.0 0.0 0.0 0.0 0.0 0.9999985119419318 -0.0017249380793786396 1.713041569360695e-6 0.0 0.0017249380488185248 0.9999965058238725 -0.0020024955115592893 0.0 1.7424763524413135e-6 0.0020024954851298143 0.9999979938819407
42.54 1.0 0.0 0.0 0.0 0.0 0.9999985331101539 -0.0017126251419815968 1.6884667970467873e-6 0.0 0.0017126251122842914 0.9999965562567784 -0.001987836205744376 0.0 1.7172689902219968e-6 0.001987836180053967 0.9999980231466246
42.55 1.0 0.0 0.0 0.0 0.0 0.9999985541127651 -0.0017003205160222802 1.6640886703474432e-6 0.0 0.0017003204871694844 0.9999966062795057 -0.0019731921623883666 0.0 1.6922678166300909e-6 0.0019731921374215307 0.9999980521667406
42.56 1.0 0.0 0.0 0.0 0.0 0.999998574950074 -0.0016880241933034431 1.6399067627481244e-6 0.0 0.0016880241652771043 0.9999966558930362 -0.001958563358629655 0.0 1.6674723232880238e-6 0.001958563334371105 0.9999980809429622
42.57 1.0 0.0 0.0 0.0 0.0 0.999998595622389 -0.00167573616563387 1.615920648217972e-6 0.0 0.0016757361384161825 0.9999967050983505 -0.0019439497716299322 0.0 1.6428820024667436e-6 0.0019439497480645835 0.9999981094759615
42.58 1.0 0.0 0.0 0.0 0.0 0.9999986161300178 -0.0016634564248283242 1.5921299012097028e-6 0.0 0.0016634563984017268 0.999996753896428 -0.0019293513785741195 0.0 1.618496347085614e-6 0.001929351355687092 0.9999981377664102
42.59 1.0 0.0 0.0 0.0 0.0 0.9999986364732681 -0.0016511849627075736 1.5685340966596626e-6 0.0 0.0016511849370547489 0.9999968022882468 -0.0019147681566704037 0.0 1.594314850712467e-6 0.0019147681344470185 0.9999981658149787
42.6 1.0 0.0 0.0 0.0 0.0 0.9999986566524474 -0.0016389217710984169 1.5451328099878748e-6 0.0 0.0016389217462022898 0.9999968502747839 -0.0019002000831502656 0.0 1.5703370075636535e-6 0.0019002000615760452 0.9999981936223367
42.61 1.0 0.0 0.0 0.0 0.0 0.9999986766678624 -0.0016266668418336316 1.5219256170979401e-6 0.0 0.0016266668176773687 0.9999968978570147 -0.0018856471352684191 0.0 1.546562312503942e-6 0.0018856471143290853 0.9999982211891525
42.62 1.0 0.0 0.0 0.0 0.0 0.9999986965198199 -0.0016144201667520094 1.4989120943771052e-6 0.0 0.001614420143319016 0.9999969450359139 -0.0018711092903028522 0.0 1.5229902610465858e-6 0.001871109269984326 0.9999982485160941
42.63 1.0 0.0 0.0 0.0 0.0 0.9999987162086263 -0.0016021817376983367 1.4760918186962275e-6 0.0 0.0016021817149722577 0.9999969918124543 -0.0018565865255548058 0.0 1.499620349353289e-6 0.0018565865058432062 0.999998275603828
42.64 1.0 0.0 0.0 0.0 0.0 0.9999987357345879 -0.0015899515465234325 1.4534643674098409e-6 0.0 0.0015899515244881487 0.999997038187608 -0.0018420788183488156 0.0 1.4764520742342745e-6 0.001842078799230459 0.9999983024530201
42.65 1.0 0.0 0.0 0.0 0.0 0.9999987550980103 -0.0015777295850840929 1.4310293183560585e-6 0.0 0.0015777295637237217 0.9999970841623455 -0.001827586146032651 0.0 1.4534849331481825e-6 0.0018275861274940487 0.9999983290643353
42.66 1.0 0.0 0.0 0.0 0.0 0.9999987742991989 -0.001565515845243129 1.4087862498566387e-6 0.0 0.0015655158245420216 0.9999971297376362 -0.0018131084859773546 0.0 1.4307184242021385e-6 0.001813108468005213 0.9999983554384374
42.67 1.0 0.0 0.0 0.0 0.0 0.9999987933384592 -0.0015533103188693467 1.3867347407169503e-6 0.0 0.0015533102988120882 0.9999971749144483 -0.0017986458155772227 0.0 1.40815204615172e-6 0.0017986457981584423 0.9999983815759893
42.68 1.0 0.0 0.0 0.0 0.0 0.9999988122160959 -0.0015411129978375841 1.3648743702260386e-6 0.0 0.0015411129784089904 0.9999972196937487 -0.001784198112249846 0.0 1.3857852984010199e-6 0.0017841980953715202 0.999998407477653
42.69 1.0 0.0 0.0 0.0 0.0 0.9999988309324135 -0.001528923874028657 1.3432047181565286e-6 0.0 0.001528923855213775 0.9999972640765029 -0.0017697653534360484 0.0 1.3636176810025517e-6 0.0017697653370854624 0.9999984331440895
