<|d/dR|> <|d/dR|>_20 <|d/dR|>_28
2.7149841000e+00 -3.0568409340e-01 2.7552821170e-02
2.7150301000e+00 -3.0563311334e-01 2.7073315686e-02
2.7150761000e+00 -3.0558214265e-01 2.6593738878e-02
2.7151222000e+00 -3.0553107058e-01 2.6113048068e-02
2.7151682000e+00 -3.0548011870e-01 2.5633328796e-02
2.7152142000e+00 -3.0542917622e-01 2.5153538541e-02
2.7152603000e+00 -3.0537813243e-01 2.4672634163e-02
2.7153063000e+00 -3.0532720879e-01 2.4192702129e-02
2.7153523000e+00 -3.0527629455e-01 2.3712699452e-02
2.7153984000e+00 -3.0522527908e-01 2.3231582532e-02
2.7154444000e+00 -3.0517438371e-01 2.2751438759e-02
2.7154904000e+00 -3.0512349776e-01 2.2271224684e-02
2.7155365000e+00 -3.0507251065e-01 2.1789896249e-02
2.7155825000e+00 -3.0502164359e-01 2.1309541750e-02
2.7156285000e+00 -3.0497078596e-01 2.0829117208e-02
2.7156745000e+00 -3.0491993775e-01 2.0348622650e-02
2.7157206000e+00 -3.0486898845e-01 1.9867013319e-02
2.7157666000e+00 -3.0481815909e-01 1.9386378651e-02
2.7158126000e+00 -3.0476733914e-01 1.8905674042e-02
2.7158587000e+00 -3.0471641814e-01 1.8423854279e-02
2.7159047000e+00 -3.0466561701e-01 1.7943009711e-02
2.7159507000e+00 -3.0461482526e-01 1.7462095277e-02
2.7159968000e+00 -3.0456393251e-01 1.6980065309e-02
2.7160428000e+00 -3.0451315954e-01 1.6499011068e-02
2.7160888000e+00 -3.0446239594e-01 1.6017887036e-02
2.7161349000e+00 -3.0441153137e-01 1.5535647090e-02
2.7161809000e+00 -3.0436078652e-01 1.5054383402e-02
2.7162269000e+00 -3.0431005101e-01 1.4573049999e-02
2.7162730000e+00 -3.0425921459e-01 1.4090600302e-02
2.7163190000e+00 -3.0420849779e-01 1.3609127393e-02
2.7163650000e+00 -3.0415779032e-01 1.3127584845e-02
2.7164111000e+00 -3.0410698198e-01 1.2644925624e-02
2.7164571000e+00 -3.0405629318e-01 1.2163243721e-02
2.7165031000e+00 -3.0400561370e-01 1.1681492254e-02
2.7165492000e+00 -3.0395483338e-01 1.1198623736e-02
2.7165952000e+00 -3.0390417254e-01 1.0716733066e-02
2.7166412000e+00 -3.0385352098e-01 1.0234772908e-02
2.7166872000e+00 -3.0380287873e-01 9.7527432856e-03
2.7167333000e+00 -3.0375213569e-01 9.2695961083e-03
2.7167793000e+00 -3.0370151202e-01 8.7874274841e-03
2.7168253000e+00 -3.0365089761e-01 8.3051894721e-03
2.7168714000e+00 -3.0360018248e-01 7.8218335274e-03
2.7169174000e+00 -3.0354958663e-01 7.3394566642e-03
2.7169634000e+00 -3.0349900003e-01 6.8570104886e-03
2.7170095000e+00 -3.0344831274e-01 6.3734460035e-03
2.7170555000e+00 -3.0339774466e-01 5.8908611278e-03
2.7171015000e+00 -3.0334718581e-01 5.4082070151e-03
2.7171476000e+00 -3.0329652631e-01 4.9244342166e-03
2.7171936000e+00 -3.0324598594e-01 4.4416415549e-03
2.7172396000e+00 -3.0319545479e-01 3.9587797316e-03
2.7172857000e+00 -3.0314482303e-01 3.4747988466e-03
2.7173317000e+00 -3.0309431031e-01 2.9917986254e-03
2.7173777000e+00 -3.0304380680e-01 2.5087293180e-03
2.7174238000e+00 -3.0299320272e-01 2.0245405736e-03
2.7174698000e+00 -3.0294271761e-01 1.5413330193e-03
2.7175158000e+00 -3.0289224169e-01 1.0580564544e-03
2.7175619000e+00 -3.0284166524e-01 5.7366007755e-04
2.7176079000e+00 -3.0279120768e-01 9.0245416747e-05
2.7176539000e+00 -3.0274075929e-01 -3.9323817930e-04
2.7176999000e+00 -3.0269032005e-01 -8.7679068544e-04
2.7177460000e+00 -3.0263978035e-01 -1.3614635024e-03
2.7177920000e+00 -3.0258935943e-01 -1.8451539031e-03
2.7178380000e+00 -3.0253894765e-01 -2.3289131383e-03
2.7178841000e+00 -3.0248843545e-01 -2.8137930582e-03
2.7179301000e+00 -3.0243804196e-01 -3.2976900369e-03
2.7179761000e+00 -3.0238765759e-01 -3.7816557748e-03
2.7180222000e+00 -3.0233717283e-01 -4.2667425705e-03
2.7180682000e+00 -3.0228680671e-01 -4.7508459008e-03
2.7181142000e+00 -3.0223644969e-01 -5.2350179149e-03
2.7181603000e+00 -3.0218599232e-01 -5.7203113595e-03
2.7182063000e+00 -3.0213565351e-01 -6.2046208149e-03
2.7182523000e+00 -3.0208532379e-01 -6.6889988786e-03
2.7182984000e+00 -3.0203489376e-01 -7.1744987451e-03
2.7183444000e+00 -3.0198458221e-01 -7.6590140991e-03
2.7183904000e+00 -3.0193427973e-01 -8.1435979859e-03
2.7184365000e+00 -3.0188387698e-01 -8.6293040473e-03
2.7184825000e+00 -3.0183359264e-01 -9.1140250734e-03
2.7185285000e+00 -3.0178331734e-01 -9.5988145569e-03
2.7185746000e+00 -3.0173294183e-01 -1.0084726586e-02
2.7186206000e+00 -3.0168268463e-01 -1.0569653058e-02
2.7186666000e+00 -3.0163243647e-01 -1.1054647912e-02
2.7187126000e+00 -3.0158219734e-01 -1.1539711122e-02
2.7187587000e+00 -3.0153185803e-01 -1.2025897372e-02
2.7188047000e+00 -3.0148163695e-01 -1.2511097370e-02
2.7188507000e+00 -3.0143142487e-01 -1.2996365649e-02
2.7188968000e+00 -3.0138111267e-01 -1.3482757337e-02
2.7189428000e+00 -3.0133091861e-01 -1.3968162252e-02
2.7189888000e+00 -3.0128073354e-01 -1.4453635372e-02
2.7190349000e+00 -3.0123044839e-01 -1.4940232272e-02
2.7190809000e+00 -3.0118028130e-01 -1.5425841877e-02
2.7191269000e+00 -3.0113012318e-01 -1.5911519613e-02
2.7191730000e+00 -3.0107986502e-01 -1.6398321497e-02
2.7192190000e+00 -3.0102972484e-01 -1.6884135567e-02
2.7192650000e+00 -3.0097959362e-01 -1.7370017691e-02
2.7193111000e+00 -3.0092936240e-01 -1.7857024333e-02
2.7193571000e+00 -3.0087924909e-01 -1.8343042640e-02
2.7194031000e+00 -3.0082914471e-01 -1.8829128926e-02
2.7194492000e+00 -3.0077894037e-01 -1.9316340098e-02
2.7194952000e+00 -3.0072885386e-01 -1.9802562416e-02
2.7195412000e+00 -3.0067877627e-01 -2.0288852639e-02
2.7195873000e+00 -3.0062859876e-01 -2.0776268114e-02
2.7196333000e+00 -3.0057853900e-01 -2.1262694217e-02
2.7196793000e+00 -3.0052848815e-01 -2.1749188148e-02
2.7197253000e+00 -3.0047844619e-01 -2.2235749884e-02
2.7197714000e+00 -3.0042830436e-01 -2.2723437361e-02
2.7198174000e+00 -3.0037828018e-01 -2.3210134775e-02
2.7198634000e+00 -3.0032826488e-01 -2.3696899918e-02
2.7199095000e+00 -3.0027814975e-01 -2.4184791169e-02
2.7199555000e+00 -3.0022815220e-01 -2.4671691840e-02
2.7200015000e+00 -3.0017816351e-01 -2.5158660163e-02
2.7200476000e+00 -3.0012807502e-01 -2.5646754961e-02
2.7200936000e+00 -3.0007810404e-01 -2.6133858661e-02
2.7201396000e+00 -3.0002814190e-01 -2.6621029938e-02
2.7201857000e+00 -2.9997808001e-01 -2.7109328056e-02
2.7202317000e+00 -2.9992813555e-01 -2.7596634560e-02
2.7202777000e+00 -2.9987819991e-01 -2.8084008565e-02
2.7203238000e+00 -2.9982816455e-01 -2.8572509776e-02
2.7203698000e+00 -2.9977824655e-01 -2.9060018856e-02
2.7204158000e+00 -2.9972833736e-01 -2.9547595362e-02
2.7204619000e+00 -2.9967832848e-01 -3.0036299439e-02
2.7205079000e+00 -2.9962843689e-01 -3.0524010869e-02
2.7205539000e+00 -2.9957855408e-01 -3.1011789650e-02
2.7205999000e+00 -2.9952868005e-01 -3.1499635758e-02
2.7206460000e+00 -2.9947870640e-01 -3.1988609920e-02
2.7206920000e+00 -2.9942884993e-01 -3.2476590749e-02
2.7207380000e+00 -2.9937900222e-01 -3.2964638829e-02
2.7207841000e+00 -2.9932905492e-01 -3.3453815328e-02
2.7208301000e+00 -2.9927922473e-01 -3.3941997979e-02
2.7208761000e+00 -2.9922940328e-01 -3.4430247805e-02
2.7209222000e+00 -2.9917948229e-01 -3.4919626413e-02
2.7209682000e+00 -2.9912967833e-01 -3.5408010660e-02
2.7210142000e+00 -2.9907988308e-01 -3.5896462006e-02
2.7210603000e+00 -2.9902998834e-01 -3.6386042496e-02
2.7211063000e+00 -2.9898021055e-01 -3.6874628111e-02
2.7211523000e+00 -2.9893044146e-01 -3.7363280751e-02
2.7211984000e+00 -2.9888057291e-01 -3.7853062896e-02
2.7212444000e+00 -2.9883082123e-01 -3.8341849654e-02
2.7212904000e+00 -2.9878107824e-01 -3.8830703360e-02
2.7213365000e+00 -2.9873123583e-01 -3.9320686933e-02
2.7213825000e+00 -2.9868151022e-01 -3.9809674607e-02
2.7214285000e+00 -2.9863179328e-01 -4.0298729153e-02
2.7214746000e+00 -2.9858197694e-01 -4.0788913928e-02
2.7215206000e+00 -2.9853227734e-01 -4.1278102291e-02
2.7215666000e+00 -2.9848258639e-01 -4.1767357451e-02
2.7216126000e+00 -2.9843290408e-01 -4.2256679384e-02
2.7216587000e+00 -2.9838312244e-01 -4.2747132026e-02
2.7217047000e+00 -2.9833345743e-01 -4.3236587574e-02
2.7217507000e+00 -2.9828380104e-01 -4.3726109819e-02
2.7217968000e+00 -2.9823404535e-01 -4.4216763132e-02
2.7218428000e+00 -2.9818440622e-01 -4.4706418841e-02
2.7218888000e+00 -2.9813477569e-01 -4.5196141171e-02
2.7219349000e+00 -2.9808504591e-01 -4.5686994929e-02
2.7219809000e+00 -2.9803543260e-01 -4.6176850572e-02
2.7220269000e+00 -2.9798582789e-01 -4.6666772761e-02
2.7220730000e+00 -2.9793612395e-01 -4.7157826737e-02
2.7221190000e+00 -2.9788653642e-01 -4.7647882087e-02
2.7221650000e+00 -2.9783695746e-01 -4.8138003909e-02
2.7222111000e+00 -2.9778727932e-01 -4.8629257875e-02
2.7222571000e+00 -2.9773771750e-01 -4.9119512707e-02
2.7223031000e+00 -2.9768816425e-01 -4.9609833935e-02
2.7223492000e+00 -2.9763851184e-01 -5.0101287665e-02
2.7223952000e+00 -2.9758897569e-01 -5.0591741752e-02
2.7224412000e+00 -2.9753944808e-01 -5.1082262159e-02
2.7224873000e+00 -2.9748982136e-01 -5.1573915426e-02
2.7225333000e+00 -2.9744031082e-01 -5.2064568541e-02
2.7225793000e+00 -2.9739080880e-01 -5.2555287901e-02
2.7226253000e+00 -2.9734131529e-01 -5.3046073480e-02
2.7226714000e+00 -2.9729172273e-01 -5.3537992395e-02
2.7227174000e+00 -2.9724224624e-01 -5.4028910481e-02
2.7227634000e+00 -2.9719277826e-01 -5.4519894707e-02
2.7228095000e+00 -2.9714321125e-01 -5.5012012597e-02
2.7228555000e+00 -2.9709376026e-01 -5.5503129094e-02
2.7229015000e+00 -2.9704431775e-01 -5.5994311575e-02
2.7229476000e+00 -2.9699477628e-01 -5.6486627986e-02
2.7229936000e+00 -2.9694535075e-01 -5.6977942411e-02
2.7230396000e+00 -2.9689593371e-01 -5.7469322656e-02
2.7230857000e+00 -2.9684641773e-01 -5.7961837098e-02
2.7231317000e+00 -2.9679701765e-01 -5.8453348961e-02
2.7231777000e+00 -2.9674762603e-01 -5.8944926481e-02
2.7232238000e+00 -2.9669813553e-01 -5.9437638463e-02
2.7232698000e+00 -2.9664876086e-01 -5.9929347275e-02
2.7233158000e+00 -2.9659939464e-01 -6.0421121580e-02
2.7233619000e+00 -2.9654992960e-01 -6.0914030612e-02
2.7234079000e+00 -2.9650058031e-01 -6.1405935883e-02
2.7234539000e+00 -2.9645123947e-01 -6.1897906484e-02
2.7235000000e+00 -2.9640179985e-01 -6.2391012075e-02
2.7235460000e+00 -2.9635247592e-01 -6.2883113315e-02
2.7235920000e+00 -2.9630316043e-01 -6.3375279722e-02
2.7236380000e+00 -2.9625385339e-01 -6.3867511242e-02
2.7236841000e+00 -2.9620444761e-01 -6.4360878102e-02
2.7237301000e+00 -2.9615515745e-01 -6.4853239826e-02
2.7237761000e+00 -2.9610587572e-01 -6.5345666499e-02
2.7238222000e+00 -2.9605649531e-01 -6.5839228773e-02
2.7238682000e+00 -2.9600723044e-01 -6.6331785324e-02
2.7239142000e+00 -2.9595797400e-01 -6.6824406662e-02
2.7239603000e+00 -2.9590861892e-01 -6.7318163860e-02
2.7240063000e+00 -2.9585937933e-01 -6.7810914748e-02
2.7240523000e+00 -2.9581014815e-01 -6.8303730261e-02
2.7240984000e+00 -2.9576081838e-01 -6.8797681891e-02
2.7241444000e+00 -2.9571160403e-01 -6.9290626628e-02
2.7241904000e+00 -2.9566239808e-01 -6.9783635826e-02
2.7242365000e+00 -2.9561309359e-01 -7.0277781399e-02
2.7242825000e+00 -2.9556390446e-01 -7.0770919494e-02
2.7243285000e+00 -2.9551472373e-01 -7.1264121887e-02
2.7243746000e+00 -2.9546544449e-01 -7.1758460912e-02
2.7244206000e+00 -2.9541628055e-01 -7.2251791877e-02
2.7244666000e+00 -2.9536712500e-01 -7.2745186976e-02
2.7245127000e+00 -2.9531787100e-01 -7.3239718962e-02
2.7245587000e+00 -2.9526873222e-01 -7.3733242306e-02
2.7246047000e+00 -2.9521960183e-01 -7.4226829621e-02
2.7246507000e+00 -2.9517047980e-01 -7.4720480853e-02
2.7246968000e+00 -2.9512125939e-01 -7.5215269311e-02
2.7247428000e+00 -2.9507215412e-01 -7.5709048354e-02
2.7247888000e+00 -2.9502305722e-01 -7.6202891150e-02
2.7248349000e+00 -2.9497386197e-01 -7.6697871425e-02
2.7248809000e+00 -2.9492478181e-01 -7.7191841704e-02
2.7249269000e+00 -2.9487571000e-01 -7.7685875574e-02
2.7249730000e+00 -2.9482653989e-01 -7.8181047175e-02
2.7250190000e+00 -2.9477748480e-01 -7.8675208202e-02
2.7250650000e+00 -2.9472843806e-01 -7.9169432657e-02
2.7251111000e+00 -2.9467929307e-01 -7.9664795093e-02
2.7251571000e+00 -2.9463026303e-01 -8.0159146378e-02
2.7252031000e+00 -2.9458124133e-01 -8.0653560928e-02
2.7252492000e+00 -2.9453212142e-01 -8.1149113709e-02
2.7252952000e+00 -2.9448311641e-01 -8.1643654763e-02
2.7253412000e+00 -2.9443411972e-01 -8.2138258919e-02
2.7253873000e+00 -2.9438502488e-01 -8.2634001554e-02
2.7254333000e+00 -2.9433604486e-01 -8.3128731887e-02
2.7254793000e+00 -2.9428707317e-01 -8.3623525158e-02
2.7255254000e+00 -2.9423800335e-01 -8.4119457157e-02
2.7255714000e+00 -2.9418904831e-01 -8.4614376279e-02
2.7256174000e+00 -2.9414010157e-01 -8.5109358177e-02
2.7256634000e+00 -2.9409116315e-01 -8.5604402797e-02
2.7257095000e+00 -2.9404212666e-01 -8.6100586471e-02
2.7257555000e+00 -2.9399320487e-01 -8.6595756506e-02
2.7258015000e+00 -2.9394429137e-01 -8.7090989099e-02
2.7258476000e+00 -2.9389527986e-01 -8.7587360993e-02
2.7258936000e+00 -2.9384638297e-01 -8.8082718675e-02
2.7259396000e+00 -2.9379749437e-01 -8.8578138752e-02
2.7259857000e+00 -2.9374850780e-01 -8.9074698374e-02
2.7260317000e+00 -2.9369963579e-01 -8.9570243214e-02
2.7260777000e+00 -2.9365077207e-01 -9.0065850286e-02
2.7261238000e+00 -2.9360181042e-01 -9.0562597145e-02
2.7261698000e+00 -2.9355296327e-01 -9.1058328653e-02
2.7262158000e+00 -2.9350412439e-01 -9.1554122230e-02
2.7262619000e+00 -2.9345518764e-01 -9.2051055837e-02
2.7263079000e+00 -2.9340636531e-01 -9.2546973524e-02
2.7263539000e+00 -2.9335755125e-01 -9.3042953116e-02
2.7264000000e+00 -2.9330863937e-01 -9.3540072979e-02
2.7264460000e+00 -2.9325984184e-01 -9.4036176355e-02
2.7264920000e+00 -2.9321105258e-01 -9.4532341474e-02
2.7265381000e+00 -2.9316216553e-01 -9.5029647102e-02
2.7265841000e+00 -2.9311339279e-01 -9.5525935678e-02
2.7266301000e+00 -2.9306462829e-01 -9.6022285833e-02
2.7266761000e+00 -2.9301587203e-01 -9.6518697514e-02
2.7267222000e+00 -2.9296701806e-01 -9.7016250022e-02
2.7267682000e+00 -2.9291827830e-01 -9.7512784725e-02
2.7268142000e+00 -2.9286954678e-01 -9.8009380789e-02
2.7268603000e+00 -2.9282071758e-01 -9.8507117919e-02
2.7269063000e+00 -2.9277200253e-01 -9.9003836679e-02
2.7269523000e+00 -2.9272329572e-01 -9.9500616638e-02
2.7269984000e+00 -2.9267449127e-01 -9.9998537897e-02
2.7270444000e+00 -2.9262580091e-01 -1.0049544022e-01
2.7270904000e+00 -2.9257711878e-01 -1.0099240359e-01
2.7271365000e+00 -2.9252833905e-01 -1.0149050849e-01
2.7271825000e+00 -2.9247967336e-01 -1.0198759389e-01
2.7272285000e+00 -2.9243101587e-01 -1.0248474017e-01
2.7272746000e+00 -2.9238226084e-01 -1.0298302822e-01
2.7273206000e+00 -2.9233361978e-01 -1.0348029622e-01
2.7273666000e+00 -2.9228498693e-01 -1.0397762492e-01
2.7274127000e+00 -2.9223625657e-01 -1.0447609563e-01
2.7274587000e+00 -2.9218764012e-01 -1.0497354572e-01
2.7275047000e+00 -2.9213903186e-01 -1.0547105636e-01
2.7275508000e+00 -2.9209032614e-01 -1.0596970924e-01
2.7275968000e+00 -2.9204173427e-01 -1.0646734094e-01
2.7276428000e+00 -2.9199315059e-01 -1.0696503303e-01
2.7276888000e+00 -2.9194457508e-01 -1.0746278545e-01
2.7277349000e+00 -2.9189590218e-01 -1.0796168041e-01
2.7277809000e+00 -2.9184734304e-01 -1.0845955345e-01
2.7278269000e+00 -2.9179879207e-01 -1.0895748666e-01
2.7278730000e+00 -2.9175014375e-01 -1.0945656264e-01
2.7279190000e+00 -2.9170160913e-01 -1.0995461616e-01
2.7279650000e+00 -2.9165308267e-01 -1.1045272967e-01
2.7280111000e+00 -2.9160445890e-01 -1.1095198619e-01
2.7280571000e+00 -2.9155594878e-01 -1.1145021968e-01
2.7281031000e+00 -2.9150744680e-01 -1.1194851301e-01
2.7281492000e+00 -2.9145884757e-01 -1.1244794957e-01
2.7281952000e+00 -2.9141036191e-01 -1.1294636254e-01
2.7282412000e+00 -2.9136188439e-01 -1.1344483520e-01
2.7282873000e+00 -2.9131330966e-01 -1.1394445131e-01
2.7283333000e+00 -2.9126484844e-01 -1.1444304328e-01
2.7283793000e+00 -2.9121639536e-01 -1.1494169478e-01
2.7284254000e+00 -2.9116784510e-01 -1.1544148995e-01
2.7284714000e+00 -2.9111940829e-01 -1.1594026043e-01
2.7285174000e+00 -2.9107097961e-01 -1.1643909027e-01
2.7285634000e+00 -2.9102255906e-01 -1.1693797940e-01
2.7286095000e+00 -2.9097404139e-01 -1.1743801252e-01
2.7286555000e+00 -2.9092563709e-01 -1.1793702021e-01
2.7287015000e+00 -2.9087724090e-01 -1.1843608704e-01
2.7287476000e+00 -2.9082874764e-01 -1.1893629807e-01
2.7287936000e+00 -2.9078036769e-01 -1.1943548313e-01
2.7288396000e+00 -2.9073199585e-01 -1.1993472716e-01
2.7288857000e+00 -2.9068352698e-01 -1.2043511561e-01
2.7289317000e+00 -2.9063517136e-01 -1.2093447755e-01
2.7289777000e+00 -2.9058682383e-01 -1.2143389830e-01
2.7290238000e+00 -2.9053837932e-01 -1.2193446369e-01
2.7290698000e+00 -2.9049004800e-01 -1.2243400201e-01
2.7291158000e+00 -2.9044172476e-01 -1.2293359898e-01
2.7291619000e+00 -2.9039330459e-01 -1.2343434082e-01
2.7292079000e+00 -2.9034499754e-01 -1.2393405504e-01
2.7292539000e+00 -2.9029669857e-01 -1.2443382775e-01
2.7293000000e+00 -2.9024830270e-01 -1.2493474553e-01
2.7293460000e+00 -2.9020001989e-01 -1.2543463517e-01
2.7293920000e+00 -2.9015174516e-01 -1.2593458312e-01
2.7294381000e+00 -2.9010337357e-01 -1.2643567637e-01
2.7294841000e+00 -2.9005511499e-01 -1.2693574092e-01
2.7295301000e+00 -2.9000686446e-01 -1.2743586363e-01
2.7295761000e+00 -2.8995862199e-01 -1.2793604444e-01
2.7296222000e+00 -2.8991028274e-01 -1.2843737084e-01
2.7296682000e+00 -2.8986205640e-01 -1.2893766781e-01
2.7297142000e+00 -2.8981383811e-01 -1.2943802273e-01
2.7297603000e+00 -2.8976552307e-01 -1.2993952344e-01
2.7298063000e+00 -2.8971732088e-01 -1.3043999419e-01
2.7298523000e+00 -2.8966912674e-01 -1.3094052272e-01
2.7298984000e+00 -2.8962083589e-01 -1.3144219726e-01
2.7299444000e+00 -2.8957265784e-01 -1.3194284130e-01
2.7299904000e+00 -2.8952448782e-01 -1.3244354296e-01
2.7300365000e+00 -2.8947622114e-01 -1.3294539084e-01
2.7300825000e+00 -2.8942806719e-01 -1.3344620769e-01
2.7301285000e+00 -2.8937992126e-01 -1.3394708200e-01
2.7301746000e+00 -2.8933167871e-01 -1.3444910275e-01
2.7302206000e+00 -2.8928354882e-01 -1.3495009194e-01
2.7302666000e+00 -2.8923542695e-01 -1.3545113843e-01
2.7303127000e+00 -2.8918720850e-01 -1.3595333158e-01
2.7303587000e+00 -2.8913910266e-01 -1.3645449263e-01
2.7304047000e+00 -2.8909100481e-01 -1.3695571082e-01
2.7304508000e+00 -2.8904281043e-01 -1.3745807590e-01
2.7304968000e+00 -2.8899472859e-01 -1.3795940834e-01
2.7305428000e+00 -2.8894665474e-01 -1.3846079777e-01
2.7305888000e+00 -2.8889858887e-01 -1.3896224413e-01
2.7306349000e+00 -2.8885042653e-01 -1.3946483766e-01
2.7306809000e+00 -2.8880237664e-01 -1.3996639786e-01
2.7307269000e+00 -2.8875433472e-01 -1.4046801482e-01
2.7307730000e+00 -2.8870619637e-01 -1.4097077917e-01
2.7308190000e+00 -2.8865817041e-01 -1.4147250966e-01
2.7308650000e+00 -2.8861015242e-01 -1.4197429676e-01
2.7309111000e+00 -2.8856203802e-01 -1.4247723145e-01
2.7309571000e+00 -2.8851403597e-01 -1.4297913176e-01
2.7310031000e+00 -2.8846604186e-01 -1.4348108852e-01
2.7310492000e+00 -2.8841795140e-01 -1.4398419309e-01
2.7310952000e+00 -2.8836997320e-01 -1.4448626274e-01
2.7311412000e+00 -2.8832200295e-01 -1.4498838869e-01
2.7311873000e+00 -2.8827393639e-01 -1.4549166266e-01
2.7312333000e+00 -2.8822598203e-01 -1.4599390119e-01
2.7312793000e+00 -2.8817803560e-01 -1.4649619586e-01
2.7313254000e+00 -2.8812999290e-01 -1.4699963875e-01
2.7313714000e+00 -2.8808206234e-01 -1.4750204568e-01
2.7314174000e+00 -2.8803413971e-01 -1.4800450860e-01
2.7314635000e+00 -2.8798612084e-01 -1.4850811994e-01
2.7315095000e+00 -2.8793821406e-01 -1.4901069480e-01
2.7315555000e+00 -2.8789031518e-01 -1.4951332549e-01
2.7316015000e+00 -2.8784242422e-01 -1.5001601196e-01
2.7316476000e+00 -2.8779443707e-01 -1.5051984714e-01
2.7316936000e+00 -2.8774656192e-01 -1.5102264513e-01
2.7317396000e+00 -2.8769869468e-01 -1.5152549874e-01
2.7317857000e+00 -2.8765073129e-01 -1.5202950127e-01
2.7318317000e+00 -2.8760287984e-01 -1.5253246609e-01
2.7318777000e+00 -2.8755503627e-01 -1.5303548637e-01
2.7319238000e+00 -2.8750709661e-01 -1.5353965577e-01
2.7319698000e+00 -2.8745926882e-01 -1.5404278695e-01
2.7320158000e+00 -2.8741144891e-01 -1.5454597344e-01
2.7320619000e+00 -2.8736353295e-01 -1.5505030924e-01
2.7321079000e+00 -2.8731572879e-01 -1.5555360630e-01
2.7321539000e+00 -2.8726793250e-01 -1.5605695852e-01
2.7322000000e+00 -2.8722004020e-01 -1.5656146025e-01
2.7322460000e+00 -2.8717225964e-01 -1.5706492272e-01
2.7322920000e+00 -2.8712448695e-01 -1.5756844019e-01
2.7323381000e+00 -2.8707661827e-01 -1.5807310738e-01
2.7323841000e+00 -2.8702886128e-01 -1.5857673480e-01
2.7324301000e+00 -2.8698111214e-01 -1.5908041705e-01
2.7324762000e+00 -2.8693326706e-01 -1.5958524922e-01
2.7325222000e+00 -2.8688553362e-01 -1.6008904111e-01
2.7325682000e+00 -2.8683780800e-01 -1.6059288767e-01
2.7326142000e+00 -2.8679009021e-01 -1.6109678886e-01
2.7326603000e+00 -2.8674227654e-01 -1.6160184023e-01
2.7327063000e+00 -2.8669457442e-01 -1.6210585063e-01
2.7327523000e+00 -2.8664688012e-01 -1.6260991550e-01
2.7327984000e+00 -2.8659908997e-01 -1.6311513076e-01
2.7328444000e+00 -2.8655141131e-01 -1.6361930453e-01
2.7328904000e+00 -2.8650374046e-01 -1.6412353260e-01
2.7329365000e+00 -2.8645597380e-01 -1.6462891127e-01
2.7329825000e+00 -2.8640831857e-01 -1.6513324793e-01
2.7330285000e+00 -2.8636067114e-01 -1.6563763874e-01
2.7330746000e+00 -2.8631292794e-01 -1.6614318034e-01
2.7331206000e+00 -2.8626529611e-01 -1.6664767942e-01
2.7331666000e+00 -2.8621767206e-01 -1.6715223250e-01
2.7332127000e+00 -2.8616995229e-01 -1.6765793656e-01
2.7332587000e+00 -2.8612234383e-01 -1.6816259760e-01
2.7333047000e+00 -2.8607474313e-01 -1.6866731247e-01
2.7333508000e+00 -2.8602704676e-01 -1.6917317851e-01
2.7333968000e+00 -2.8597946163e-01 -1.6967800102e-01
2.7334428000e+00 -2.8593188426e-01 -1.7018287722e-01
2.7334889000e+00 -2.8588421125e-01 -1.7068890477e-01
2.7335349000e+00 -2.8583664942e-01 -1.7119388829e-01
2.7335809000e+00 -2.8578909534e-01 -1.7169892534e-01
2.7336269000e+00 -2.8574154901e-01 -1.7220401585e-01
2.7336730000e+00 -2.8569390710e-01 -1.7271025799e-01
2.7337190000e+00 -2.8564637628e-01 -1.7321545540e-01
2.7337650000e+00 -2.8559885320e-01 -1.7372070614e-01
2.7338111000e+00 -2.8555123458e-01 -1.7422710868e-01
2.7338571000e+00 -2.8550372699e-01 -1.7473246601e-01
2.7339031000e+00 -2.8545622713e-01 -1.7523787649e-01
2.7339492000e+00 -2.8540863175e-01 -1.7574443897e-01
2.7339952000e+00 -2.8536114736e-01 -1.7624995572e-01
2.7340412000e+00 -2.8531367068e-01 -1.7675552548e-01
2.7340873000e+00 -2.8526609854e-01 -1.7726224742e-01
2.7341333000e+00 -2.8521863730e-01 -1.7776792314e-01
2.7341793000e+00 -2.8517118378e-01 -1.7827365170e-01
2.7342254000e+00 -2.8512363483e-01 -1.7878053263e-01
2.7342714000e+00 -2.8507619673e-01 -1.7928636684e-01
2.7343174000e+00 -2.8502876632e-01 -1.7979225373e-01
2.7343635000e+00 -2.8498124053e-01 -1.8029929318e-01
2.7344095000e+00 -2.8493382553e-01 -1.8080528540e-01
2.7344555000e+00 -2.8488641821e-01 -1.8131133014e-01
2.7345016000e+00 -2.8483891555e-01 -1.8181852764e-01
2.7345476000e+00 -2.8479152362e-01 -1.8232467740e-01
2.7345936000e+00 -2.8474413936e-01 -1.8283087954e-01
2.7346396000e+00 -2.8469676277e-01 -1.8333713399e-01
2.7346857000e+00 -2.8464929089e-01 -1.8384454144e-01
2.7347317000e+00 -2.8460192966e-01 -1.8435090048e-01
2.7347777000e+00 -2.8455457609e-01 -1.8485731170e-01
2.7348238000e+00 -2.8450712726e-01 -1.8536487608e-01
2.7348698000e+00 -2.8445978902e-01 -1.8587139157e-01
2.7349158000e+00 -2.8441245843e-01 -1.8637795907e-01
2.7349619000e+00 -2.8436503262e-01 -1.8688567992e-01
2.7350079000e+00 -2.8431771734e-01 -1.8739235138e-01
2.7350539000e+00 -2.8427040970e-01 -1.8789907469e-01
2.7351000000e+00 -2.8422300688e-01 -1.8840695153e-01
